wellname	depth	rop	wob	rpm	torque	spp	flwpmps
TestWell #4	5701	2.73	10.49	91	15516	1648	271
TestWell #4	5702	2.79	10.20	92	15531	1656	271
TestWell #4	5703	2.70	10.54	91	15510	1647	271
TestWell #4	5704	2.73	10.75	89	15623	1656	272
TestWell #4	5705	2.41	10.67	89	15504	1673	272
TestWell #4	5706	2.03	10.02	90	15627	1665	271
TestWell #4	5707	2.45	10.22	89	15649	1660	271
TestWell #4	5708	2.72	11.98	89	15593	1664	234
TestWell #4	5709	2.08	10.52	90	15623	1655	258
TestWell #4	5710	2.41	10.09	89	15593	1665	259
TestWell #4	5711	2.16	10.58	90	15609	1668	249
TestWell #4	5712	2.04	10.86	90	15627	1668	270
TestWell #4	5713	2.44	11.06	88	15645	1668	272
TestWell #4	5714	2.83	11.73	88	15691	1675	271
TestWell #4	5715	2.71	11.72	88	15683	1674	271
TestWell #4	5716	2.63	11.01	88	15671	1675	271
TestWell #4	5717	2.41	11.05	88	15708	1678	257
TestWell #4	5718	2.07	10.92	88	15645	1674	256
TestWell #4	5719	2.62	10.25	88	15665	1672	168
TestWell #4	5720	2.38	10.52	88	15537	1672	194
TestWell #4	5721	2.04	10.17	87	15106	1673	225
TestWell #4	5722	2.36	10.96	87	14291	1668	276
TestWell #4	5723	2.28	10.27	88	14696	1638	272
TestWell #4	5724	2.22	10.34	88	13173	1665	270
TestWell #4	5725	2.40	10.38	89	13443	1634	275
TestWell #4	5726	2.79	10.88	89	14720	1640	270
TestWell #4	5727	2.45	10.46	90	13569	1669	269
TestWell #4	5728	2.50	10.18	88	13744	1630	269
TestWell #4	5729	2.81	10.36	88	14863	1650	270
TestWell #4	5730	2.57	10.88	90	13657	1666	270
TestWell #4	5731	2.41	10.78	87	13426	1647	273
TestWell #4	5732	2.23	10.26	89	13172	1670	274
TestWell #4	5733	2.95	10.32	84	12767	1668	272
TestWell #4	5734	2.15	10.96	87	12757	1632	277
TestWell #4	5735	2.02	10.72	89	12721	1664	275
TestWell #4	5736	2.33	10.95	89	12695	1634	272
TestWell #4	5737	2.13	10.35	88	12730	1621	274
TestWell #4	5738	2.59	10.53	87	12733	1642	275
TestWell #4	5739	2.56	10.78	90	12709	1669	274
TestWell #4	5740	2.61	10.35	87	12730	1654	275
TestWell #4	5741	3.26	10.08	88	12735	1660	275
TestWell #4	5742	2.65	10.48	88	12720	1674	276
TestWell #4	5743	2.23	10.51	88	12697	1675	276
TestWell #4	5744	2.68	10.33	88	12699	1676	276
TestWell #4	5745	2.79	10.28	88	12657	1676	276
TestWell #4	5746	2.08	10.07	88	12641	1677	276
TestWell #4	5747	2.76	10.71	87	12637	1676	276
TestWell #4	5748	2.50	10.52	88	12585	1675	276
TestWell #4	5749	2.26	10.02	87	12523	1675	276
TestWell #4	5750	2.04	10.01	87	12594	1674	276
TestWell #4	5751	2.48	10.60	89	12493	1674	276
TestWell #4	5752	2.30	9.76	88	12461	1661	273
TestWell #4	5753	2.90	9.57	87	12642	1654	266
TestWell #4	5754	2.60	9.97	87	12284	1667	275
TestWell #4	5755	2.59	9.79	87	12258	1650	271
TestWell #4	5756	2.81	9.95	87	12294	1622	268
TestWell #4	5757	2.26	9.71	88	12352	1634	272
TestWell #4	5758	2.70	9.26	88	12183	1646	272
TestWell #4	5759	2.33	9.57	89	12344	1637	271
TestWell #4	5760	2.48	9.43	89	12396	1632	271
TestWell #4	5761	2.87	9.10	89	12203	1643	271
TestWell #4	5762	2.73	8.97	89	12165	1636	268
TestWell #4	5763	2.00	8.08	88	11932	1642	268
TestWell #4	5764	2.23	8.93	88	11505	1630	269
TestWell #4	5765	2.01	8.46	88	11944	1622	268
TestWell #4	5766	2.45	8.61	88	11779	1624	270
TestWell #4	5767	2.85	8.72	89	9384	1627	270
TestWell #4	5768	2.92	8.41	89	9253	1628	270
TestWell #4	5769	2.45	9.34	89	8223	1628	270
TestWell #4	5770	2.08	9.38	89	7709	1627	270
TestWell #4	5771	2.46	9.71	88	9912	1629	270
TestWell #4	5772	2.42	9.13	88	6562	1629	270
TestWell #4	5773	2.09	9.43	88	8913	1632	270
TestWell #4	5774	2.62	9.71	88	8877	1632	270
TestWell #4	5775	2.70	9.31	88	6171	1633	270
TestWell #4	5776	2.21	9.38	88	5809	1633	270
TestWell #4	5777	2.35	9.61	88	6142	1631	270
TestWell #4	5778	2.77	9.27	88	7301	1634	270
TestWell #4	5779	2.94	9.51	88	5636	1636	270
TestWell #4	5780	2.25	10.04	88	5576	1634	270
TestWell #4	5781	2.66	10.37	88	5654	1636	270
TestWell #4	5782	2.36	9.56	88	5057	1636	270
TestWell #4	5783	2.69	9.90	88	4944	1634	270
TestWell #4	5784	2.86	8.16	86	4268	1634	270
TestWell #4	5785	2.31	8.63	87	4572	1634	264
TestWell #4	5786	2.52	8.46	87	4391	1634	268
TestWell #4	5787	2.91	8.51	86	3461	1633	267
TestWell #4	5788	2.35	9.76	87	3209	1634	271
TestWell #4	5789	2.04	9.27	88	3090	1636	271
TestWell #4	5790	2.60	9.31	87	2775	1638	271
TestWell #4	5791	2.88	9.40	87	3314	1640	270
TestWell #4	5792	2.10	9.39	87	2784	1634	270
TestWell #4	5793	2.82	9.36	86	2543	1627	270
TestWell #4	5794	2.88	8.14	86	2839	1602	270
TestWell #4	5795	2.44	8.08	86	2715	1580	270
TestWell #4	5796	2.26	8.63	86	2381	1613	271
TestWell #4	5797	2.80	9.46	86	2231	1616	270
TestWell #4	5798	2.76	9.55	86	2272	1598	272
TestWell #4	5799	2.87	9.64	86	2248	1621	272
TestWell #4	5800	2.14	9.19	86	2229	1603	270
TestWell #4	5801	2.86	9.67	87	2301	1628	271
TestWell #4	5802	2.31	9.47	87	2210	1639	270
TestWell #4	5803	2.46	9.44	86	2198	1638	270
TestWell #4	5804	2.86	9.70	85	2235	1638	270
TestWell #4	5805	2.38	9.17	85	2193	1585	270
TestWell #4	5806	2.26	9.94	85	2168	1594	270
TestWell #4	5807	2.97	9.30	85	2088	1565	271
TestWell #4	5808	2.96	9.14	86	2083	1560	271
TestWell #4	5809	2.85	9.56	86	2088	1622	271
TestWell #4	5810	2.70	9.32	86	2073	1625	271
TestWell #4	5811	2.98	9.26	86	2027	1638	270
TestWell #4	5812	2.07	9.75	86	2083	1653	271
TestWell #4	5813	2.05	9.77	86	2060	1654	270
TestWell #4	5814	2.97	9.31	83	2028	1655	270
TestWell #4	5815	2.53	9.36	84	2034	1652	270
TestWell #4	5816	2.09	9.81	82	2039	1666	270
TestWell #4	5817	2.47	9.60	82	2029	1662	270
TestWell #4	5818	2.79	9.55	86	2034	1665	270
TestWell #4	5819	2.97	9.88	85	2033	1670	270
TestWell #4	5820	2.89	9.29	86	2034	1669	270
TestWell #4	5821	2.08	9.03	86	2035	1667	270
TestWell #4	5822	2.26	9.16	86	2039	1668	270
TestWell #4	5823	2.71	9.63	85	2032	1667	270
TestWell #4	5824	2.37	8.78	83	2039	1666	270
TestWell #4	5825	2.59	8.29	85	2042	1666	270
TestWell #4	5826	2.18	8.18	81	2011	1666	270
TestWell #4	5827	2.28	8.67	83	2041	1666	270
TestWell #4	5828	2.33	8.55	84	2029	1669	270
TestWell #4	5829	2.62	8.07	84	2058	1667	270
TestWell #4	5830	2.43	8.53	85	2047	1667	270
TestWell #4	5831	2.42	9.39	85	2056	1669	270
TestWell #4	5832	2.31	9.68	86	2057	1667	270
TestWell #4	5833	2.56	9.55	85	2068	1667	270
TestWell #4	5834	2.50	9.61	86	2063	1669	270
TestWell #4	5835	2.82	9.11	83	2057	1671	270
TestWell #4	5836	2.55	9.74	85	2070	1670	270
TestWell #4	5837	2.93	9.04	85	2082	1672	270
TestWell #4	5838	2.51	9.30	83	2081	1670	270
TestWell #4	5839	2.32	9.85	86	2085	1667	270
TestWell #4	5840	2.09	9.06	87	2084	1667	270
TestWell #4	5841	2.71	9.80	87	2131	1667	270
TestWell #4	5842	2.47	9.57	87	2087	1670	270
TestWell #4	5843	2.86	9.81	88	2097	1669	270
TestWell #4	5844	2.05	9.21	87	2104	1670	270
TestWell #4	5845	2.42	9.69	87	2095	1669	270
TestWell #4	5846	2.57	8.67	86	2130	1670	269
TestWell #4	5847	2.67	8.83	85	2099	1669	269
TestWell #4	5848	2.33	9.24	86	2086	1659	270
TestWell #4	5849	2.62	8.05	85	2144	1655	269
TestWell #4	5850	2.52	9.69	84	2074	1658	270
TestWell #4	5851	2.30	9.41	86	2103	1667	270
TestWell #4	5852	2.19	9.32	85	2062	1659	270
TestWell #4	5853	2.28	9.37	85	2079	1664	270
TestWell #4	5854	2.05	9.97	86	2084	1654	270
TestWell #4	5855	3.78	9.42	86	1999	1660	270
TestWell #4	5856	2.28	9.13	85	2056	1656	270
TestWell #4	5857	2.96	9.39	85	2022	1658	270
TestWell #4	5858	3.35	9.77	85	1956	1654	270
TestWell #4	5859	2.30	9.04	85	1968	1655	270
TestWell #4	5860	2.34	9.52	85	1946	1650	271
TestWell #4	5861	3.50	9.04	85	1888	1647	270
TestWell #4	5862	2.20	9.44	86	1970	1651	270
TestWell #4	5863	2.14	9.41	86	1821	1644	270
TestWell #4	5864	4.00	9.87	86	1780	1643	270
TestWell #4	5865	2.65	9.27	86	1797	1667	271
TestWell #4	5866	2.47	9.47	86	1738	1640	271
TestWell #4	5867	2.27	9.15	86	1812	1641	271
TestWell #4	5868	2.44	9.03	85	1789	1656	271
TestWell #4	5869	2.44	9.60	84	1769	1643	271
TestWell #4	5870	2.17	9.78	84	1730	1648	271
TestWell #4	5871	2.94	9.04	85	1722	1642	271
TestWell #4	5872	2.31	9.43	85	1699	1635	271
TestWell #4	5873	2.14	9.15	85	1700	1634	271
TestWell #4	5874	2.20	10.46	86	1741	1635	271
TestWell #4	5875	2.13	10.52	86	1698	1635	270
TestWell #4	5876	2.82	10.99	86	1693	1636	270
TestWell #4	5877	2.87	9.19	85	1693	1634	270
TestWell #4	5878	2.05	9.63	85	1694	1623	269
TestWell #4	5879	2.43	9.90	84	1710	1624	259
TestWell #4	5880	2.50	9.10	84	1739	1623	268
TestWell #4	5881	2.78	9.92	85	1715	1628	264
TestWell #4	5882	2.23	9.14	88	1751	1628	269
TestWell #4	5883	2.09	9.10	88	1726	1620	269
TestWell #4	5884	2.32	9.92	86	1721	1628	269
TestWell #4	5885	2.12	9.56	89	1804	1626	269
TestWell #4	5886	2.51	9.63	89	1760	1619	269
TestWell #4	5887	2.58	8.52	90	1784	1614	261
TestWell #4	5888	2.14	8.55	86	1790	1610	265
TestWell #4	5889	2.12	8.09	90	1795	1613	266
TestWell #4	5890	2.22	8.04	90	1792	1602	267
TestWell #4	5891	2.10	9.35	90	1820	1620	269
TestWell #4	5892	2.12	9.43	90	1794	1623	269
TestWell #4	5893	2.78	9.94	90	1833	1618	269
TestWell #4	5894	2.21	9.55	90	1839	1620	269
TestWell #4	5895	2.22	9.63	90	1843	1619	269
TestWell #4	5896	2.33	9.87	90	1844	1618	269
TestWell #4	5897	2.95	9.46	90	1854	1625	269
TestWell #4	5898	2.71	9.79	90	1848	1630	269
TestWell #4	5899	2.66	9.10	90	1850	1628	269
TestWell #4	5900	2.89	9.23	89	1856	1629	269
TestWell #4	5901	2.49	9.55	89	1849	1632	269
TestWell #4	5902	2.31	9.72	89	1854	1631	269
TestWell #4	5903	2.74	9.91	89	1862	1628	269
TestWell #4	5904	2.03	10.69	89	1855	1627	269
TestWell #4	5905	2.34	9.19	89	1864	1634	269
TestWell #4	5906	2.02	9.04	89	1865	1632	269
TestWell #4	5907	2.55	9.25	89	1870	1636	269
TestWell #4	5908	2.31	8.70	88	1868	1638	269
TestWell #4	5909	2.46	8.13	86	1903	1621	269
TestWell #4	5910	2.43	9.12	89	1879	1637	268
TestWell #4	5911	2.22	8.76	87	1867	1623	268
TestWell #4	5912	2.03	9.03	88	1895	1610	268
TestWell #4	5913	2.40	9.92	87	1907	1630	268
TestWell #4	5914	2.30	9.36	87	1862	1633	269
TestWell #4	5915	2.36	9.11	87	1909	1634	268
TestWell #4	5916	2.07	9.02	87	1904	1551	269
TestWell #4	5917	2.75	8.15	87	1939	1640	269
TestWell #4	5918	2.20	8.79	86	1938	1589	269
TestWell #4	5919	2.18	8.31	87	1939	1538	270
TestWell #4	5920	2.10	8.21	84	1961	1545	267
TestWell #4	5921	2.44	9.44	84	1973	1520	269
TestWell #4	5922	2.29	9.14	84	1982	1515	271
TestWell #4	5923	2.86	8.46	84	1999	1426	274
TestWell #4	5924	2.44	8.55	83	1974	1508	271
TestWell #4	5925	2.66	8.13	83	1961	1413	273
TestWell #4	5926	2.77	8.39	84	1983	1614	272
TestWell #4	5927	2.53	9.59	87	1969	1547	271
TestWell #4	5928	2.01	9.53	86	1939	1529	274
TestWell #4	5929	2.25	9.07	85	1922	1539	273
TestWell #4	5930	2.29	9.08	88	1970	1491	273
TestWell #4	5931	2.61	9.77	85	1934	1494	274
TestWell #4	5932	2.88	8.37	85	1898	1448	273
TestWell #4	5933	2.37	8.10	82	1901	1388	272
TestWell #4	5934	2.59	9.62	86	1900	1524	272
TestWell #4	5935	2.39	8.61	81	1894	1483	274
TestWell #4	5936	2.61	10.76	83	1893	1594	270
TestWell #4	5937	2.13	10.90	88	1865	1571	270
TestWell #4	5938	2.74	10.95	89	1867	1586	269
TestWell #4	5939	2.46	10.36	88	1870	1597	269
TestWell #4	5940	2.10	9.05	87	1864	1518	270
TestWell #4	5941	2.31	9.65	88	1841	1549	271
TestWell #4	5942	2.37	9.29	87	1833	1581	271
TestWell #4	5943	2.95	9.91	87	1822	1557	269
TestWell #4	5944	2.71	9.08	87	1834	1597	269
TestWell #4	5945	2.37	10.08	87	1839	1624	270
TestWell #4	5946	2.87	10.32	88	1826	1633	268
TestWell #4	5947	2.85	10.37	88	1835	1640	268
TestWell #4	5948	2.78	9.75	88	1845	1614	270
TestWell #4	5949	2.68	9.99	87	1815	1594	268
TestWell #4	5950	2.31	9.85	86	1824	1575	270
TestWell #4	5951	2.04	9.19	88	1843	1589	270
TestWell #4	5952	2.51	9.36	87	1807	1643	270
TestWell #4	5953	2.14	9.82	87	1801	1643	271
TestWell #4	5954	2.32	11.00	87	1802	1634	271
TestWell #4	5955	2.53	10.24	89	1799	1637	271
TestWell #4	5956	2.74	10.13	89	1799	1631	271
TestWell #4	5957	2.20	10.86	89	1799	1627	272
TestWell #4	5958	2.05	10.85	89	1794	1627	271
TestWell #4	5959	2.26	10.83	88	1793	1590	271
TestWell #4	5960	2.40	10.69	88	1787	1613	271
TestWell #4	5961	2.49	10.79	88	1785	1642	271
TestWell #4	5962	2.50	10.27	88	1785	1652	271
TestWell #4	5963	2.67	10.31	88	1788	1653	271
TestWell #4	5964	2.79	10.32	88	1787	1648	271
TestWell #4	5965	2.21	10.97	89	1788	1649	271
TestWell #4	5966	2.46	10.08	89	1791	1651	271
TestWell #4	5967	2.82	10.10	89	1788	1592	271
TestWell #4	5968	2.85	10.89	89	1788	1612	271
TestWell #4	5969	2.89	10.42	89	1789	1612	271
TestWell #4	5970	2.17	10.88	89	1783	1651	271
TestWell #4	5971	2.37	10.05	88	1812	1648	270
TestWell #4	5972	2.09	9.87	88	1784	1654	270
TestWell #4	5973	2.10	9.80	89	1784	1635	270
TestWell #4	5974	2.96	9.76	86	1813	1640	270
TestWell #4	5975	2.93	9.59	85	1784	1629	270
TestWell #4	5976	2.71	9.33	88	1783	1631	270
TestWell #4	5977	2.41	9.57	89	1788	1633	270
TestWell #4	5978	2.93	9.99	87	1785	1631	270
TestWell #4	5979	2.75	9.87	87	1781	1632	270
TestWell #4	5980	2.53	9.78	89	1786	1642	270
TestWell #4	5981	2.25	9.40	88	1783	1627	270
TestWell #4	5982	2.19	9.58	87	1781	1626	270
TestWell #4	5983	2.05	9.83	86	1799	1626	270
TestWell #4	5984	2.36	9.45	86	1785	1622	270
TestWell #4	5985	2.63	9.51	86	1783	1629	270
TestWell #4	5986	2.39	9.73	86	1781	1630	270
TestWell #4	5987	2.45	9.63	86	1782	1630	271
TestWell #4	5988	2.24	9.46	86	1782	1630	270
TestWell #4	5989	2.48	9.25	86	1782	1630	271
TestWell #4	5990	2.18	9.98	86	1782	1630	271
TestWell #4	5991	2.48	9.22	86	1782	1629	271
TestWell #4	5992	2.06	9.72	86	1783	1632	271
TestWell #4	5993	2.60	9.87	86	1784	1627	270
TestWell #4	5994	2.24	9.19	86	1786	1627	270
TestWell #4	5995	2.31	9.34	86	1784	1627	270
TestWell #4	5996	2.50	9.42	86	1784	1625	270
TestWell #4	5997	2.14	10.47	86	1784	1627	270
TestWell #4	5998	2.58	10.43	86	1784	1626	271
TestWell #4	5999	2.05	10.51	86	1784	1624	271
TestWell #4	6000	2.43	10.10	86	1787	1628	271
TestWell #4	6001	2.16	10.78	86	1797	1619	271
TestWell #4	6002	2.54	9.72	85	1818	1615	271
TestWell #4	6003	2.96	9.14	85	1790	1620	268
TestWell #4	6004	2.32	9.24	85	1793	1616	268
TestWell #4	6005	2.15	9.80	84	1794	1598	267
TestWell #4	6006	2.90	9.20	85	1790	1590	269
TestWell #4	6007	2.12	9.20	83	1791	1589	271
TestWell #4	6008	2.19	10.44	84	1805	1611	271
TestWell #4	6009	2.15	10.45	84	1800	1594	271
TestWell #4	6010	2.38	11.00	84	1801	1608	271
TestWell #4	6011	2.52	9.02	84	1847	1605	271
TestWell #4	6012	2.21	9.98	84	1817	1589	270
TestWell #4	6013	2.76	9.09	84	1807	1586	270
TestWell #4	6014	2.92	9.85	84	1809	1572	268
TestWell #4	6015	2.00	9.10	85	1809	1575	268
TestWell #4	6016	2.49	9.25	83	1814	1578	272
TestWell #4	6017	2.90	10.30	83	1813	1578	271
TestWell #4	6018	2.29	10.33	83	1817	1583	271
TestWell #4	6019	2.69	10.49	85	1817	1582	271
TestWell #4	6020	2.36	10.51	85	1817	1582	271
TestWell #4	6021	2.32	10.98	86	1820	1579	271
TestWell #4	6022	2.87	10.38	86	1820	1579	271
TestWell #4	6023	2.71	10.26	86	1819	1578	271
TestWell #4	6024	2.05	10.15	86	1822	1574	271
TestWell #4	6025	2.08	10.36	86	1823	1573	271
TestWell #4	6026	2.95	10.57	86	1819	1574	271
TestWell #4	6027	2.49	10.25	86	1818	1568	271
TestWell #4	6028	2.87	10.80	86	1818	1569	272
TestWell #4	6029	2.74	10.78	86	1808	1578	272
TestWell #4	6030	2.94	10.24	86	1808	1571	272
TestWell #4	6031	2.27	10.83	86	1811	1577	272
TestWell #4	6032	2.99	10.54	86	1812	1572	272
TestWell #4	6033	2.17	9.46	86	1826	1560	271
TestWell #4	6034	2.22	9.43	86	1814	1569	264
TestWell #4	6035	2.17	9.72	86	1820	1561	268
TestWell #4	6036	2.94	9.12	84	1852	1542	267
TestWell #4	6037	2.57	9.06	84	1820	1465	266
TestWell #4	6038	2.31	9.15	85	1810	1530	269
TestWell #4	6039	2.19	9.44	85	1824	1524	270
TestWell #4	6040	2.15	9.94	86	1863	1537	271
TestWell #4	6041	2.46	9.62	86	1813	1532	271
TestWell #4	6042	2.91	9.71	86	1889	1546	271
TestWell #4	6043	2.64	9.29	86	1883	1517	264
TestWell #4	6044	2.89	9.70	86	1891	1434	266
TestWell #4	6045	2.82	9.18	86	1892	1451	263
TestWell #4	6046	2.84	9.27	84	1895	1503	260
TestWell #4	6047	2.67	9.96	83	1946	1533	269
TestWell #4	6048	2.73	9.01	84	1930	1528	267
TestWell #4	6049	2.27	9.21	83	1910	1533	270
TestWell #4	6050	2.56	9.18	86	1978	1535	270
TestWell #4	6051	2.66	9.88	86	1939	1532	270
TestWell #4	6052	2.84	9.84	87	1970	1535	270
TestWell #4	6053	2.92	9.51	87	1967	1534	270
TestWell #4	6054	2.13	9.30	87	1974	1532	270
TestWell #4	6055	2.73	9.61	87	1981	1537	270
TestWell #4	6056	2.31	9.99	87	1970	1540	270
TestWell #4	6057	2.79	9.05	87	1976	1543	270
TestWell #4	6058	2.54	9.37	86	1990	1538	270
TestWell #4	6059	3.00	9.12	86	1995	1536	270
TestWell #4	6060	2.60	9.70	85	1995	1534	270
TestWell #4	6061	2.96	9.73	85	2006	1536	270
TestWell #4	6062	2.97	9.54	86	1994	1535	270
TestWell #4	6063	2.58	9.39	87	2000	1537	270
TestWell #4	6064	2.35	9.19	86	2018	1538	270
TestWell #4	6065	2.81	8.22	86	2005	1536	269
TestWell #4	6066	2.67	8.71	86	2015	1537	267
TestWell #4	6067	2.52	8.16	85	2007	1522	268
TestWell #4	6068	2.21	8.80	84	2074	1513	270
TestWell #4	6069	2.05	9.83	85	2052	1515	266
TestWell #4	6070	2.79	9.31	83	2072	1511	270
TestWell #4	6071	2.59	9.24	84	2084	1531	270
TestWell #4	6072	2.73	9.04	84	2090	1527	271
TestWell #4	6073	2.56	9.54	84	2101	1514	271
TestWell #4	6074	2.01	8.30	85	2088	1526	270
TestWell #4	6075	2.78	8.05	84	2104	1533	272
TestWell #4	6076	2.18	8.62	84	2098	1518	269
TestWell #4	6077	2.62	8.84	84	2118	1500	270
TestWell #4	6078	2.97	9.73	82	2133	1493	269
TestWell #4	6079	2.21	9.98	82	2108	1490	269
TestWell #4	6080	2.46	9.24	83	2130	1514	273
TestWell #4	6081	2.22	8.66	81	2141	1489	271
TestWell #4	6082	2.79	8.25	84	2148	1494	273
TestWell #4	6083	2.99	8.32	84	2146	1516	273
TestWell #4	6084	2.86	8.32	83	2145	1477	274
TestWell #4	6085	2.23	8.36	83	2154	1393	268
TestWell #4	6086	2.01	8.67	85	2150	1389	270
TestWell #4	6087	2.12	8.89	83	2183	1373	274
TestWell #4	6088	2.38	9.10	85	2200	1383	268
TestWell #4	6089	2.93	9.32	85	2179	1410	270
TestWell #4	6090	2.41	9.56	84	2167	1363	267
TestWell #4	6091	2.96	9.01	84	2209	1391	273
TestWell #4	6092	2.15	7.69	85	2205	1383	268
TestWell #4	6093	2.32	8.10	84	2238	1306	271
TestWell #4	6094	2.47	8.08	86	2259	1293	274
TestWell #4	6095	2.79	7.19	85	2262	1310	270
TestWell #4	6096	2.56	8.29	86	2250	1313	267
TestWell #4	6097	2.89	8.14	87	2487	1335	267
TestWell #4	6098	2.79	8.20	88	2427	1319	273
TestWell #4	6099	2.31	8.43	85	2283	1321	270
TestWell #4	6100	2.68	8.31	85	2360	1291	271
TestWell #4	6101	2.70	8.39	84	2425	1318	269
TestWell #4	6102	2.79	8.79	84	2572	1314	274
TestWell #4	6103	2.36	8.46	85	2390	1325	271
TestWell #4	6104	2.59	8.04	84	2376	1331	274
TestWell #4	6105	2.59	8.70	84	2402	1325	272
TestWell #4	6106	2.10	8.64	84	2565	1329	273
TestWell #4	6107	2.59	8.93	85	2439	1346	273
TestWell #4	6108	2.54	7.55	85	2555	1337	272
TestWell #4	6109	2.16	7.09	84	2560	1351	272
TestWell #4	6110	2.55	7.07	84	2604	1355	274
TestWell #4	6111	2.89	7.60	83	2608	1345	272
TestWell #4	6112	2.12	8.81	83	2644	1352	273
TestWell #4	6113	2.43	8.65	83	2612	1350	275
TestWell #4	6114	2.51	8.09	84	2618	1343	273
TestWell #4	6115	2.88	8.39	84	2665	1344	272
TestWell #4	6116	2.23	8.14	84	2614	1346	272
TestWell #4	6117	2.98	8.98	84	2667	1343	272
TestWell #4	6118	2.14	8.91	85	2673	1344	272
TestWell #4	6119	2.10	8.41	84	2629	1344	272
TestWell #4	6120	2.27	8.84	85	2679	1344	272
TestWell #4	6121	2.08	8.35	85	2741	1343	272
TestWell #4	6122	2.75	8.11	85	2669	1344	272
TestWell #4	6123	2.31	7.63	86	2685	1349	272
TestWell #4	6124	2.95	7.37	85	2745	1345	272
TestWell #4	6125	2.04	7.03	87	2680	1348	272
TestWell #4	6126	2.51	7.86	86	2722	1349	272
TestWell #4	6127	2.79	8.52	85	2782	1351	272
TestWell #4	6128	2.28	8.85	87	2804	1354	272
TestWell #4	6129	2.63	7.63	85	2784	1352	272
TestWell #4	6130	2.50	7.99	86	2822	1349	272
TestWell #4	6131	2.62	7.09	86	2801	1352	272
TestWell #4	6132	2.57	6.79	88	2882	1355	272
TestWell #4	6133	2.11	7.09	86	2824	1355	272
TestWell #4	6134	2.01	7.91	87	2865	1359	272
TestWell #4	6135	2.37	7.33	86	2839	1355	272
TestWell #4	6136	2.45	7.64	88	2828	1356	271
TestWell #4	6137	2.47	7.30	86	2897	1348	271
TestWell #4	6138	2.59	7.18	87	2842	1350	271
TestWell #4	6139	2.13	7.73	87	2818	1353	271
TestWell #4	6140	2.34	7.70	88	2904	1350	272
TestWell #4	6141	2.98	7.30	85	2785	1354	272
TestWell #4	6142	2.53	7.03	87	2708	1356	272
TestWell #4	6143	2.13	8.03	86	2698	1356	272
TestWell #4	6144	2.23	7.20	87	2647	1355	272
TestWell #4	6145	2.86	8.11	88	2702	1358	272
TestWell #4	6146	2.01	8.59	88	2382	1356	272
TestWell #4	6147	2.34	8.49	88	2458	1356	272
TestWell #4	6148	2.48	8.62	87	2351	1361	272
TestWell #4	6149	2.61	8.43	85	2342	1362	272
TestWell #4	6150	2.49	8.07	85	2450	1363	272
TestWell #4	6151	2.33	8.73	86	2351	1363	272
TestWell #4	6152	2.67	8.17	88	2310	1365	272
TestWell #4	6153	2.69	8.35	87	2440	1364	272
TestWell #4	6154	2.38	8.45	87	2248	1358	272
TestWell #4	6155	2.91	9.58	87	2214	1357	272
TestWell #4	6156	2.94	8.66	86	2282	1362	272
TestWell #4	6157	2.47	8.55	87	2190	1361	272
TestWell #4	6158	2.28	8.99	88	2170	1361	272
TestWell #4	6159	2.43	8.26	88	2198	1368	273
TestWell #4	6160	2.97	8.57	88	2134	1370	274
TestWell #4	6161	2.02	7.91	91	2191	1365	272
TestWell #4	6162	2.23	7.63	91	2187	1367	273
TestWell #4	6163	2.79	7.33	92	2237	1364	275
TestWell #4	6164	2.71	8.02	92	2221	1380	273
TestWell #4	6165	2.66	8.12	93	2178	1374	273
TestWell #4	6166	2.82	8.21	95	2220	1364	274
TestWell #4	6167	2.12	8.89	93	2197	1383	275
TestWell #4	6168	2.02	8.08	93	2196	1370	273
TestWell #4	6169	2.95	7.98	90	2199	1379	274
TestWell #4	6170	2.98	7.81	94	2287	1384	274
TestWell #4	6171	2.44	7.52	97	2260	1393	275
TestWell #4	6172	2.22	7.66	96	2291	1390	275
TestWell #4	6173	2.33	7.64	97	2325	1391	275
TestWell #4	6174	2.83	8.10	99	2308	1392	275
TestWell #4	6175	2.55	8.02	97	2337	1394	276
TestWell #4	6176	2.69	8.65	97	2328	1392	276
TestWell #4	6177	2.72	8.09	98	2338	1392	275
TestWell #4	6178	2.11	8.99	97	2323	1393	275
TestWell #4	6179	2.62	8.85	97	2336	1392	275
TestWell #4	6180	2.11	8.44	97	2369	1392	275
TestWell #4	6181	2.84	8.91	97	2333	1393	275
TestWell #4	6182	2.56	8.77	97	2387	1394	275
TestWell #4	6183	2.24	8.03	97	2366	1397	275
TestWell #4	6184	2.54	8.45	97	2366	1399	275
TestWell #4	6185	2.62	8.26	97	2381	1398	275
TestWell #4	6186	2.54	8.02	97	2388	1399	275
TestWell #4	6187	2.83	8.38	97	2392	1398	275
TestWell #4	6188	2.95	8.73	97	2394	1400	275
TestWell #4	6189	2.02	8.03	97	2402	1396	275
TestWell #4	6190	2.33	8.71	96	2410	1396	276
TestWell #4	6191	2.75	8.70	96	2432	1397	276
TestWell #4	6192	2.01	8.96	97	2409	1396	275
TestWell #4	6193	2.45	7.72	98	2423	1394	276
TestWell #4	6194	2.99	7.09	98	2443	1401	275
TestWell #4	6195	2.48	7.79	101	2457	1394	275
TestWell #4	6196	2.70	7.56	97	2488	1405	275
TestWell #4	6197	2.49	8.04	99	2479	1402	275
TestWell #4	6198	2.72	8.13	99	2508	1404	275
