wellname	depth	rop	wob	rpm	torque	spp	flwpmps
TestWell #1	6022	0.50	5.30	100	3899	1386	274
TestWell #1	6023	0.80	5.50	101	3893	1395	274
TestWell #1	6024	0.43	5.00	101	3882	1400	274
TestWell #1	6025	0.63	5.40	101	3883	1413	273
TestWell #1	6026	0.47	5.20	100	3875	1414	273
TestWell #1	6027	0.39	5.00	100	3869	1410	273
TestWell #1	6028	0.40	5.20	100	3870	1407	273
TestWell #1	6029	0.39	5.30	100	3870	1414	273
TestWell #1	6030	0.45	5.50	100	3867	1414	273
TestWell #1	6031	0.41	5.30	99	3860	1413	274
TestWell #1	6032	0.66	5.50	99	3865	1415	273
TestWell #1	6033	0.53	5.30	100	3877	1412	273
TestWell #1	6034	0.47	5.50	101	3868	1420	273
TestWell #1	6035	0.51	5.50	100	3874	1412	273
TestWell #1	6036	0.42	5.60	100	3881	1417	273
TestWell #1	6037	0.40	5.90	96	3943	1408	273
TestWell #1	6038	0.42	5.40	96	3872	1349	266
TestWell #1	6039	0.59	5.70	96	3822	1334	266
TestWell #1	6040	0.54	5.50	90	3851	1343	267
TestWell #1	6041	0.44	5.60	92	3842	1350	268
TestWell #1	6042	0.45	6.10	92	3849	1353	268
TestWell #1	6043	0.42	6.20	92	3850	1360	269
TestWell #1	6044	0.38	6.20	92	3847	1356	269
TestWell #1	6045	0.33	6.20	93	3848	1363	269
TestWell #1	6046	0.30	6.30	95	3847	1362	269
TestWell #1	6047	0.34	6.30	97	3845	1357	269
TestWell #1	6048	0.32	6.20	99	3855	1362	269
TestWell #1	6049	0.39	6.30	99	3857	1359	269
TestWell #1	6050	0.34	5.90	99	3862	1370	268
TestWell #1	6051	0.34	6.30	100	3859	1371	268
TestWell #1	6052	0.33	6.30	100	3856	1368	269
TestWell #1	6053	0.34	6.30	99	3853	1363	269
TestWell #1	6054	0.33	6.60	99	3862	1366	269
TestWell #1	6055	0.36	6.50	99	3859	1368	269
TestWell #1	6056	0.37	6.40	99	3866	1372	269
TestWell #1	6057	0.36	6.30	99	3868	1373	269
TestWell #1	6058	0.37	6.40	99	3862	1376	268
TestWell #1	6059	0.42	6.40	98	3858	1375	269
TestWell #1	6060	0.34	6.30	98	3851	1374	270
TestWell #1	6061	0.59	7.10	97	3862	1376	269
TestWell #1	6062	0.43	6.30	98	3877	1376	269
TestWell #1	6063	0.50	6.50	99	3878	1378	269
TestWell #1	6064	0.37	6.40	99	3883	1369	269
TestWell #1	6065	0.42	6.60	99	3884	1376	269
TestWell #1	6066	0.38	6.20	99	3883	1370	269
TestWell #1	6067	0.44	6.50	98	3876	1377	269
TestWell #1	6068	0.39	6.30	98	3892	1376	269
TestWell #1	6069	0.50	6.30	96	3942	1366	267
TestWell #1	6070	0.50	5.70	99	3931	1376	271
TestWell #1	6071	0.39	6.00	101	3923	1387	272
TestWell #1	6072	0.48	5.80	102	3929	1396	272
TestWell #1	6073	0.39	5.40	101	3929	1397	272
TestWell #1	6074	0.37	6.00	101	3926	1402	272
TestWell #1	6075	0.38	5.90	101	3926	1404	272
TestWell #1	6076	0.36	6.00	100	3923	1407	272
TestWell #1	6077	0.34	6.00	101	3932	1409	273
TestWell #1	6078	0.30	6.10	101	3931	1409	272
TestWell #1	6079	0.33	6.10	101	3923	1407	272
TestWell #1	6080	0.45	5.90	100	3920	1408	272
TestWell #1	6081	0.40	5.70	100	3937	1412	272
TestWell #1	6082	0.50	6.00	102	3936	1409	272
TestWell #1	6083	0.51	6.00	101	3937	1411	272
TestWell #1	6084	0.43	6.10	101	3939	1413	272
TestWell #1	6085	0.57	6.10	101	3943	1411	272
TestWell #1	6086	0.56	5.90	102	3952	1408	272
TestWell #1	6087	0.43	6.00	102	3946	1408	272
TestWell #1	6088	0.55	6.00	101	3953	1407	272
TestWell #1	6089	0.51	6.10	101	3941	1410	272
TestWell #1	6090	0.59	6.00	100	3946	1408	272
TestWell #1	6091	0.45	6.00	100	3950	1410	272
TestWell #1	6092	0.42	6.00	100	3950	1408	272
TestWell #1	6093	0.48	6.10	100	3948	1412	273
TestWell #1	6094	0.55	6.00	101	3957	1416	272
TestWell #1	6095	0.47	5.80	102	3960	1415	272
TestWell #1	6096	0.51	5.90	102	3955	1415	272
TestWell #1	6097	0.41	5.80	102	3955	1414	272
TestWell #1	6098	0.44	5.90	101	3952	1416	272
TestWell #1	6099	0.40	5.70	102	3961	1420	272
TestWell #1	6100	0.40	5.80	99	4005	1397	270
TestWell #1	6101	0.34	5.90	99	3941	1349	269
TestWell #1	6102	0.33	5.60	99	3930	1358	269
TestWell #1	6103	0.46	5.80	99	3938	1363	269
TestWell #1	6104	1.12	5.90	101	3957	1361	268
TestWell #1	6105	0.77	5.70	102	3953	1368	269
TestWell #1	6106	0.79	5.90	100	3941	1383	269
TestWell #1	6107	0.83	5.70	99	3949	1388	269
TestWell #1	6108	0.83	5.60	99	3955	1386	269
TestWell #1	6109	0.80	5.70	99	3955	1389	269
TestWell #1	6110	0.69	5.70	99	3952	1384	269
TestWell #1	6111	0.80	5.70	99	3958	1390	269
TestWell #1	6112	0.81	5.70	99	3959	1387	269
TestWell #1	6113	0.75	5.70	99	3964	1388	269
TestWell #1	6114	0.80	6.00	99	3969	1399	269
TestWell #1	6115	1.01	5.80	99	3972	1387	269
TestWell #1	6116	1.66	6.00	102	3976	1366	269
TestWell #1	6117	0.81	5.80	101	3952	1364	270
TestWell #1	6118	0.94	5.90	100	3932	1378	269
TestWell #1	6119	1.04	5.90	100	3926	1379	269
TestWell #1	6120	0.88	5.50	100	3915	1385	269
TestWell #1	6121	1.02	5.60	99	3914	1390	269
TestWell #1	6122	0.94	5.40	101	3916	1378	269
TestWell #1	6123	1.01	5.60	101	3920	1379	269
TestWell #1	6124	0.49	5.50	101	3914	1377	269
TestWell #1	6125	0.96	5.70	100	3922	1379	269
TestWell #1	6126	1.18	6.00	101	3933	1379	269
TestWell #1	6127	1.08	5.90	101	3935	1378	269
TestWell #1	6128	0.76	6.20	100	3935	1374	269
TestWell #1	6129	0.70	5.60	100	3943	1375	270
TestWell #1	6130	0.70	5.70	100	3948	1375	270
TestWell #1	6131	0.85	5.20	100	4001	1365	269
TestWell #1	6132	0.58	5.50	100	3996	1339	267
TestWell #1	6133	0.57	4.10	100	4002	1367	267
TestWell #1	6134	0.41	4.30	100	3983	1394	269
TestWell #1	6135	0.39	4.80	101	3990	1403	271
TestWell #1	6136	0.42	5.00	102	3988	1402	271
TestWell #1	6137	0.54	4.80	104	3982	1402	271
TestWell #1	6138	0.55	4.10	105	3964	1401	271
TestWell #1	6139	0.47	4.80	104	3931	1401	271
TestWell #1	6140	0.41	4.90	103	3916	1404	271
TestWell #1	6141	0.36	4.70	102	3887	1406	270
TestWell #1	6142	0.39	4.50	102	3852	1412	271
TestWell #1	6143	0.41	4.60	101	3830	1407	271
TestWell #1	6144	0.44	4.50	102	3796	1409	271
TestWell #1	6145	0.65	4.90	102	3744	1414	271
TestWell #1	6146	0.43	4.60	102	3710	1411	271
TestWell #1	6147	0.65	4.90	102	3666	1409	271
TestWell #1	6148	0.60	4.60	102	3625	1410	271
TestWell #1	6149	0.49	4.70	102	3577	1412	271
TestWell #1	6150	0.47	4.70	102	3558	1412	271
TestWell #1	6151	0.44	4.70	102	3531	1411	271
TestWell #1	6152	0.36	4.50	102	3507	1410	271
TestWell #1	6153	0.38	4.90	102	3486	1421	270
TestWell #1	6154	0.39	4.80	102	3465	1419	271
TestWell #1	6155	0.39	4.80	102	3435	1422	271
TestWell #1	6156	0.47	4.70	101	3431	1419	271
TestWell #1	6157	0.47	4.80	102	3422	1415	271
TestWell #1	6158	0.43	4.60	103	3397	1409	270
TestWell #1	6159	0.40	4.80	103	3384	1418	270
TestWell #1	6160	0.37	4.80	102	3364	1412	270
TestWell #1	6161	0.36	4.80	103	3350	1409	271
TestWell #1	6162	0.50	4.50	100	3313	1409	271
TestWell #1	6163	0.83	4.50	100	2806	1341	267
TestWell #1	6164	0.89	4.80	100	2761	1366	267
TestWell #1	6165	0.90	4.80	100	2765	1392	270
TestWell #1	6166	0.96	5.00	97	2778	1396	270
TestWell #1	6167	1.16	4.80	98	2807	1397	270
TestWell #1	6168	0.94	4.80	99	2828	1398	270
TestWell #1	6169	0.90	5.00	99	2836	1400	270
TestWell #1	6170	0.84	4.90	98	2840	1402	270
TestWell #1	6171	0.90	5.20	98	2842	1404	270
TestWell #1	6172	0.76	5.00	98	2844	1405	270
TestWell #1	6173	0.72	4.90	97	2840	1408	270
TestWell #1	6174	0.93	5.00	97	2858	1407	270
TestWell #1	6175	0.98	5.80	98	2871	1404	270
TestWell #1	6176	0.97	5.60	99	2889	1399	270
TestWell #1	6177	0.86	5.70	98	2897	1399	270
TestWell #1	6178	1.07	5.70	98	2923	1404	270
TestWell #1	6179	1.08	5.60	100	2945	1396	270
TestWell #1	6180	0.95	5.40	99	2957	1398	270
TestWell #1	6181	1.08	5.80	99	2952	1397	270
TestWell #1	6182	0.97	5.70	99	2944	1397	270
TestWell #1	6183	0.83	5.80	98	2933	1401	270
TestWell #1	6184	1.00	6.00	97	2923	1406	270
TestWell #1	6185	1.15	5.80	98	2913	1401	270
TestWell #1	6186	1.09	6.10	98	2885	1398	270
TestWell #1	6187	1.14	5.90	98	2856	1399	270
TestWell #1	6188	1.52	6.00	98	2841	1396	270
TestWell #1	6189	1.26	5.90	98	2840	1398	270
TestWell #1	6190	1.19	5.90	98	2848	1402	270
TestWell #1	6191	1.20	5.90	99	2844	1401	274
TestWell #1	6192	1.17	5.80	98	2826	1399	270
TestWell #1	6193	1.10	5.00	98	2810	1399	270
TestWell #1	6194	1.10	5.00	98	2693	1400	270
TestWell #1	6195	1.00	5.10	95	2689	1421	273
TestWell #1	6196	1.05	5.80	95	2718	1421	273
TestWell #1	6197	0.81	5.90	93	2736	1432	273
TestWell #1	6198	0.90	5.70	93	2775	1431	273
TestWell #1	6199	1.11	6.00	94	2813	1432	273
TestWell #1	6200	0.98	6.00	94	2841	1433	273
TestWell #1	6201	1.00	5.80	94	2870	1437	273
TestWell #1	6202	0.60	6.00	94	2889	1433	273
TestWell #1	6203	0.39	5.10	95	2908	1429	273
TestWell #1	6204	0.55	5.70	95	2911	1437	272
TestWell #1	6205	0.72	6.30	95	2935	1429	273
TestWell #1	6206	0.70	6.10	95	2941	1435	272
TestWell #1	6207	1.07	6.10	92	2953	1447	273
TestWell #1	6208	1.08	6.10	90	2968	1447	272
TestWell #1	6209	1.22	6.20	91	2983	1446	273
TestWell #1	6210	1.11	6.20	92	2986	1449	273
TestWell #1	6211	1.19	6.00	92	2983	1448	272
TestWell #1	6212	1.19	6.10	91	2977	1449	273
TestWell #1	6213	1.19	6.00	92	2982	1449	273
TestWell #1	6214	0.97	5.90	91	2977	1455	272
TestWell #1	6215	1.18	6.00	91	2984	1456	273
TestWell #1	6216	0.69	6.60	90	2978	1458	273
TestWell #1	6217	0.55	7.60	85	2970	1466	274
TestWell #1	6218	0.66	7.80	81	2984	1467	274
TestWell #1	6219	0.73	7.90	81	3001	1461	273
TestWell #1	6220	0.77	7.70	81	3012	1473	273
TestWell #1	6221	0.54	7.80	81	3025	1469	273
TestWell #1	6222	0.51	7.30	81	3043	1469	272
TestWell #1	6223	0.55	7.50	81	3071	1464	273
TestWell #1	6224	0.43	7.50	82	3074	1470	273
TestWell #1	6225	0.50	7.10	81	3216	1448	271
TestWell #1	6226	0.39	6.90	79	3268	1419	270
TestWell #1	6227	0.42	6.80	79	3255	1431	271
TestWell #1	6228	0.44	7.80	80	3264	1442	271
TestWell #1	6229	0.75	7.80	79	3292	1449	271
TestWell #1	6230	0.77	7.60	81	3327	1448	271
TestWell #1	6231	0.70	7.90	82	3342	1451	271
TestWell #1	6232	0.63	8.00	81	3356	1448	271
TestWell #1	6233	0.71	7.90	81	3366	1450	270
TestWell #1	6234	0.70	7.70	81	3378	1460	270
TestWell #1	6235	0.61	7.80	81	3379	1457	271
TestWell #1	6236	0.65	7.80	80	3388	1462	270
TestWell #1	6237	0.66	7.80	80	3396	1467	271
TestWell #1	6238	0.66	7.80	80	3405	1472	271
TestWell #1	6239	0.59	7.90	80	3415	1463	270
TestWell #1	6240	0.74	8.20	81	3430	1462	270
TestWell #1	6241	0.66	7.90	85	3442	1460	279
TestWell #1	6242	0.67	7.90	83	3451	1465	276
TestWell #1	6243	0.70	7.90	81	3463	1466	271
TestWell #1	6244	0.59	8.00	81	3466	1463	271
TestWell #1	6245	0.64	8.00	81	3475	1467	271
TestWell #1	6246	0.61	8.10	81	3481	1471	271
TestWell #1	6247	0.54	8.00	80	3487	1480	271
TestWell #1	6248	0.28	6.80	81	3518	1474	271
TestWell #1	6249	0.28	6.30	82	3511	1465	270
TestWell #1	6250	0.27	6.60	83	3509	1471	271
TestWell #1	6251	0.28	7.20	83	3517	1472	270
TestWell #1	6252	0.28	7.20	82	3524	1469	271
TestWell #1	6253	0.32	7.40	82	3526	1470	271
TestWell #1	6254	0.33	7.10	82	3536	1465	270
TestWell #1	6255	0.30	6.30	83	3543	1469	270
TestWell #1	6256	0.40	6.50	84	3646	1435	268
TestWell #1	6257	0.40	6.20	87	3696	1377	264
TestWell #1	6258	0.33	6.70	88	3683	1427	266
TestWell #1	6259	0.32	6.20	89	3665	1441	269
TestWell #1	6260	0.29	6.30	87	3663	1449	270
TestWell #1	6261	0.29	6.30	86	3673	1448	271
TestWell #1	6262	0.29	6.60	86	3664	1448	271
TestWell #1	6263	0.28	6.10	86	3676	1457	272
TestWell #1	6264	0.29	6.10	86	3678	1454	271
TestWell #1	6265	0.30	6.70	86	3664	1457	271
TestWell #1	6266	0.29	6.10	86	3678	1457	270
TestWell #1	6267	0.28	5.60	85	3689	1460	271
TestWell #1	6268	0.29	6.00	85	3683	1464	271
TestWell #1	6269	0.29	6.30	85	3691	1460	271
TestWell #1	6270	0.29	7.50	85	3690	1455	271
TestWell #1	6271	0.29	7.60	85	3702	1458	271
TestWell #1	6272	0.29	7.30	85	3706	1461	271
TestWell #1	6273	0.37	7.70	85	3686	1461	271
TestWell #1	6274	0.32	6.90	86	3721	1460	271
TestWell #1	6275	0.36	7.40	85	3692	1467	271
TestWell #1	6276	0.34	6.90	86	3728	1471	270
TestWell #1	6277	0.32	6.40	86	3723	1472	270
TestWell #1	6278	0.32	6.70	86	3732	1465	270
TestWell #1	6279	0.33	6.70	87	3735	1467	271
TestWell #1	6280	0.42	7.60	86	3723	1468	275
TestWell #1	6281	0.63	9.00	84	3736	1478	280
TestWell #1	6282	0.58	9.10	84	3741	1477	271
TestWell #1	6283	0.63	9.00	83	3762	1479	271
TestWell #1	6284	0.57	8.70	84	3759	1479	271
TestWell #1	6285	0.58	8.80	83	3747	1481	271
TestWell #1	6286	0.63	9.10	84	3725	1473	270
TestWell #1	6287	0.63	9.10	84	3725	1473	270
TestWell #1	6288	0.70	6.20	84	3651	1452	269
TestWell #1	6289	0.70	7.40	84	3256	1355	265
TestWell #1	6290	0.57	7.80	84	3189	1406	265
TestWell #1	6291	0.37	8.30	78	3191	1433	265
TestWell #1	6292	0.33	7.60	78	3213	1411	265
TestWell #1	6293	0.31	8.00	79	3213	1407	265
TestWell #1	6294	0.29	8.00	79	3204	1408	314
TestWell #1	6295	0.34	8.10	79	3215	1406	265
TestWell #1	6296	0.35	8.20	79	3222	1404	266
TestWell #1	6297	0.32	8.10	80	3224	1415	266
TestWell #1	6298	0.30	7.10	80	3226	1409	266
TestWell #1	6299	0.33	7.80	80	3230	1408	266
TestWell #1	6300	0.33	7.80	80	3230	1408	266
TestWell #1	6301	0.31	7.90	80	3245	1413	266
TestWell #1	6302	0.30	7.60	80	3244	1408	273
TestWell #1	6303	0.32	7.90	80	3250	1414	302
TestWell #1	6304	0.32	8.60	80	3250	1410	266
TestWell #1	6305	0.38	8.60	80	3256	1411	266
TestWell #1	6306	0.37	8.20	80	3273	1409	265
TestWell #1	6307	0.34	8.20	80	3280	1412	265
TestWell #1	6308	0.33	7.30	80	3287	1411	266
TestWell #1	6309	0.34	7.30	80	3274	1415	266
TestWell #1	6310	0.36	8.00	79	3279	1413	266
TestWell #1	6311	0.33	7.90	79	3294	1409	277
TestWell #1	6312	0.36	8.50	78	3284	1412	265
TestWell #1	6313	0.44	9.00	78	3304	1409	265
TestWell #1	6314	0.34	8.70	78	3321	1410	265
TestWell #1	6315	0.40	9.20	78	3318	1408	265
TestWell #1	6316	0.41	9.00	78	3329	1416	266
TestWell #1	6317	0.43	8.70	78	3337	1420	266
TestWell #1	6318	0.39	8.50	78	3351	1417	266
TestWell #1	6319	0.50	7.20	79	3556	1400	287
TestWell #1	6320	0.52	7.60	76	4244	1375	323
TestWell #1	6321	0.52	7.60	76	4244	1375	323
TestWell #1	6322	0.37	7.80	75	4170	1425	270
TestWell #1	6323	0.35	7.90	74	4164	1427	271
TestWell #1	6324	0.33	7.60	75	4169	1439	271
TestWell #1	6325	0.32	8.00	76	4169	1441	271
TestWell #1	6326	0.32	7.60	76	4154	1440	271
TestWell #1	6327	0.32	8.20	76	4153	1448	272
TestWell #1	6328	0.34	8.70	76	4159	1450	271
TestWell #1	6329	0.31	7.50	76	4185	1446	271
TestWell #1	6330	0.30	7.30	77	4163	1453	271
TestWell #1	6331	0.30	7.50	78	4169	1456	272
TestWell #1	6332	0.30	7.80	77	4157	1455	272
TestWell #1	6333	0.30	7.60	77	4176	1458	271
TestWell #1	6334	0.35	8.00	77	4150	1456	272
TestWell #1	6335	0.41	8.70	77	4137	1452	271
TestWell #1	6336	0.36	7.90	78	4160	1458	271
TestWell #1	6337	0.38	7.20	79	4165	1463	271
TestWell #1	6338	0.38	7.40	80	4169	1456	271
TestWell #1	6339	0.37	7.70	80	4148	1460	271
TestWell #1	6340	0.37	7.10	80	4165	1467	271
TestWell #1	6341	0.36	7.10	80	4169	1463	271
TestWell #1	6342	0.33	7.20	80	4159	1466	271
TestWell #1	6343	0.34	6.80	80	4156	1460	271
TestWell #1	6344	0.35	7.30	80	4156	1461	271
TestWell #1	6345	0.35	7.60	79	4160	1459	271
TestWell #1	6346	0.32	7.60	79	4138	1458	271
TestWell #1	6347	0.32	7.60	79	4148	1459	271
TestWell #1	6348	0.37	8.10	78	4145	1456	271
TestWell #1	6349	0.34	7.70	78	4142	1462	271
TestWell #1	6350	0.60	6.00	76	4246	1450	271
TestWell #1	6351	0.49	6.60	76	4193	1442	273
TestWell #1	6352	0.27	6.30	74	4139	1447	274
TestWell #1	6353	0.33	7.70	76	4143	1447	274
TestWell #1	6354	0.42	7.60	78	4136	1458	274
TestWell #1	6355	0.35	7.10	77	4147	1457	274
TestWell #1	6356	0.33	7.20	77	4143	1457	274
TestWell #1	6357	0.33	6.80	77	4147	1467	274
TestWell #1	6358	0.32	6.70	77	4144	1465	274
TestWell #1	6359	0.37	7.30	77	4129	1468	274
TestWell #1	6360	0.32	7.10	77	4159	1466	274
TestWell #1	6361	0.30	6.50	77	4156	1471	274
TestWell #1	6362	0.32	7.50	78	4146	1474	274
TestWell #1	6363	0.31	7.00	78	4160	1474	275
TestWell #1	6364	0.33	7.20	77	4158	1479	274
TestWell #1	6365	0.33	7.60	77	4147	1476	274
TestWell #1	6366	0.35	7.80	77	4135	1481	274
TestWell #1	6367	0.30	7.50	77	4150	1481	274
TestWell #1	6368	0.31	6.90	77	4164	1476	274
TestWell #1	6369	0.33	6.70	77	4160	1481	274
TestWell #1	6370	0.33	7.00	77	4155	1478	274
TestWell #1	6371	0.33	6.70	76	4148	1485	275
TestWell #1	6372	0.33	7.40	76	4159	1478	274
TestWell #1	6373	0.33	7.30	76	4158	1486	274
TestWell #1	6374	0.33	7.30	76	4155	1480	274
TestWell #1	6375	0.35	7.80	76	4152	1485	273
TestWell #1	6376	1.00	6.80	83	4283	1479	274
TestWell #1	6377	0.41	7.00	83	4217	1481	274
TestWell #1	6378	0.56	6.40	80	4198	1484	274
TestWell #1	6379	0.77	6.70	78	4203	1481	274
TestWell #1	6380	0.56	5.90	79	4206	1479	274
TestWell #1	6381	0.60	5.40	81	4305	1477	274
TestWell #1	6382	0.61	5.60	81	4285	1448	273
TestWell #1	6383	0.48	6.30	84	4263	1424	272
TestWell #1	6384	0.54	6.50	86	4282	1415	269
TestWell #1	6385	0.44	7.00	85	4264	1453	271
TestWell #1	6386	0.70	6.20	85	4287	1457	273
TestWell #1	6387	0.44	6.80	85	4269	1452	273
TestWell #1	6388	0.43	7.10	85	4280	1457	273
TestWell #1	6389	0.43	7.10	85	4270	1459	273
TestWell #1	6390	0.64	6.30	85	4278	1387	274
TestWell #1	6391	0.59	5.60	86	4286	1360	275
TestWell #1	6392	0.51	5.60	85	4276	1437	275
TestWell #1	6393	0.60	6.20	85	4271	1452	274
TestWell #1	6394	0.51	6.80	85	4261	1456	274
TestWell #1	6395	0.71	5.40	85	4284	1448	273
TestWell #1	6396	0.41	5.90	85	4273	1448	274
TestWell #1	6397	0.56	6.90	85	4291	1451	274
TestWell #1	6398	0.37	6.70	85	4269	1453	273
TestWell #1	6399	0.32	7.10	85	4266	1455	274
TestWell #1	6400	0.66	6.40	85	4298	1451	273
TestWell #1	6401	0.71	6.00	87	4286	1455	274
TestWell #1	6402	0.47	6.70	86	4264	1455	273
TestWell #1	6403	0.65	6.20	85	4283	1452	274
TestWell #1	6404	0.60	5.60	87	4274	1437	273
TestWell #1	6405	0.61	6.40	87	4249	1387	274
TestWell #1	6406	0.44	6.80	86	4235	1385	275
TestWell #1	6407	0.66	7.00	85	4240	1403	275
TestWell #1	6408	0.67	6.30	87	4241	1442	274
TestWell #1	6409	0.58	7.20	86	4222	1469	274
TestWell #1	6410	0.60	6.90	85	4222	1471	273
TestWell #1	6411	0.60	7.90	85	4205	1469	273
TestWell #1	6412	0.60	7.30	85	4239	1447	272
TestWell #1	6413	0.49	6.30	85	4026	1390	268
TestWell #1	6414	0.89	6.90	83	4008	1407	271
TestWell #1	6415	0.51	6.80	87	3984	1408	272
TestWell #1	6416	0.43	6.20	87	3970	1416	272
TestWell #1	6417	0.60	6.80	85	3960	1420	272
TestWell #1	6418	0.43	6.40	86	3943	1420	271
TestWell #1	6419	0.50	7.10	86	3924	1421	271
TestWell #1	6420	0.51	5.80	85	3924	1419	272
TestWell #1	6421	0.37	6.80	86	3898	1427	272
TestWell #1	6422	0.57	7.40	85	3887	1427	272
TestWell #1	6423	0.38	6.00	85	3874	1426	272
TestWell #1	6424	0.39	7.50	85	3858	1430	272
TestWell #1	6425	0.62	6.60	86	3863	1431	272
TestWell #1	6426	0.40	6.40	86	3832	1433	271
TestWell #1	6427	0.45	7.50	86	3819	1440	272
TestWell #1	6428	0.55	7.10	85	3818	1442	272
TestWell #1	6429	0.72	7.20	86	3803	1438	271
TestWell #1	6430	0.40	4.60	88	3792	1430	272
TestWell #1	6431	0.54	7.70	87	3761	1439	271
TestWell #1	6432	0.42	6.60	85	3766	1441	272
TestWell #1	6433	0.56	6.90	86	3758	1434	271
TestWell #1	6434	0.47	6.60	86	3751	1440	271
TestWell #1	6435	0.58	7.10	86	3747	1440	271
TestWell #1	6436	0.50	6.70	86	3735	1436	271
TestWell #1	6437	0.51	7.00	86	3731	1440	271
TestWell #1	6438	0.51	7.60	86	3724	1437	271
TestWell #1	6439	0.50	7.20	86	3724	1441	272
TestWell #1	6440	0.51	7.50	86	3717	1444	272
TestWell #1	6441	0.55	6.90	86	3723	1443	271
TestWell #1	6442	0.57	6.60	86	3727	1442	271
TestWell #1	6443	0.70	6.60	86	3776	1436	271
TestWell #1	6444	0.60	7.00	83	3895	1403	280
TestWell #1	6445	0.53	7.10	85	3871	1403	271
TestWell #1	6446	0.44	6.60	86	3862	1411	271
TestWell #1	6447	0.46	7.50	85	3867	1420	271
TestWell #1	6448	0.45	7.50	87	3877	1422	271
TestWell #1	6449	0.46	7.50	88	3889	1425	271
TestWell #1	6450	0.42	7.10	89	3897	1426	272
TestWell #1	6451	0.45	7.60	88	3901	1421	270
TestWell #1	6452	0.56	7.40	88	3921	1428	271
TestWell #1	6453	0.45	7.00	89	3925	1430	271
TestWell #1	6454	0.37	6.90	88	3926	1430	271
TestWell #1	6455	0.37	7.20	88	3935	1431	271
TestWell #1	6456	0.49	7.70	87	3942	1435	271
TestWell #1	6457	0.44	7.40	87	3958	1432	271
TestWell #1	6458	0.59	7.10	89	3976	1430	271
TestWell #1	6459	0.45	6.50	91	3989	1435	296
TestWell #1	6460	0.46	7.20	91	3990	1439	271
TestWell #1	6461	0.47	7.30	89	3999	1439	271
TestWell #1	6462	0.54	7.30	89	4007	1437	286
TestWell #1	6463	0.47	7.40	89	4015	1444	280
TestWell #1	6464	0.43	7.60	89	4013	1439	271
TestWell #1	6465	0.46	7.60	88	4023	1437	271
TestWell #1	6466	0.45	7.60	88	4027	1439	271
TestWell #1	6467	0.43	7.20	88	4034	1443	271
TestWell #1	6468	0.41	6.90	88	4042	1443	272
TestWell #1	6469	0.46	7.60	89	4046	1441	272
TestWell #1	6470	0.39	7.20	89	4050	1444	271
TestWell #1	6471	0.43	7.50	89	4049	1441	271
TestWell #1	6472	0.49	7.10	89	4060	1443	271
TestWell #1	6473	0.40	6.30	89	4069	1439	271
TestWell #1	6474	0.35	6.30	90	4063	1438	271
TestWell #1	6475	0.50	6.80	90	4141	1427	270
TestWell #1	6476	0.43	6.50	90	4114	1356	280
TestWell #1	6477	0.31	6.90	86	4115	1402	295
TestWell #1	6478	0.36	6.60	86	4112	1417	287
TestWell #1	6479	0.42	7.60	86	4121	1427	281
TestWell #1	6480	0.46	7.20	86	4134	1422	282
TestWell #1	6481	0.35	6.50	87	4136	1430	271
TestWell #1	6482	0.35	7.10	87	4138	1434	271
TestWell #1	6483	0.38	7.10	87	4143	1433	272
TestWell #1	6484	0.33	6.30	87	4143	1437	278
TestWell #1	6485	0.33	6.60	87	4153	1438	308
TestWell #1	6486	0.33	6.70	87	4153	1438	274
TestWell #1	6487	0.35	7.10	86	4166	1435	271
TestWell #1	6488	0.33	6.60	87	4171	1436	272
TestWell #1	6489	0.31	6.50	87	4181	1439	276
TestWell #1	6490	0.29	6.10	87	4196	1435	272
TestWell #1	6491	0.30	6.40	87	4199	1442	276
TestWell #1	6492	0.32	7.00	87	4209	1439	271
TestWell #1	6493	0.33	6.80	87	4219	1248	272
TestWell #1	6494	0.34	6.80	87	4228	1231	303
TestWell #1	6495	0.33	6.70	87	4238	1243	271
TestWell #1	6496	0.32	6.60	87	4242	1245	272
TestWell #1	6497	0.31	5.50	87	4284	1234	277
TestWell #1	6498	0.31	4.80	87	4284	1201	271
TestWell #1	6499	0.31	6.00	87	4290	1234	272
TestWell #1	6500	0.33	6.90	87	4299	1234	271
TestWell #1	6501	0.32	6.70	87	4318	1239	283
TestWell #1	6502	0.31	6.40	86	4330	1246	275
TestWell #1	6503	0.32	6.30	87	4353	1245	279
TestWell #1	6504	0.34	6.00	87	4380	1253	271
TestWell #1	6505	0.27	5.50	87	4386	1265	271
TestWell #1	6506	0.40	6.00	88	4513	1282	268
TestWell #1	6507	0.45	6.00	88	4677	1304	259
TestWell #1	6508	0.29	6.60	88	4655	1377	277
TestWell #1	6509	0.26	5.70	91	4656	1384	311
TestWell #1	6510	0.30	6.80	90	4652	1390	270
TestWell #1	6511	0.30	7.10	88	4670	1392	282
TestWell #1	6512	0.26	5.60	88	4688	1403	300
TestWell #1	6513	0.27	5.60	88	4699	1405	271
TestWell #1	6514	0.29	6.70	88	4704	1409	271
TestWell #1	6515	0.30	6.90	88	4716	1412	271
TestWell #1	6516	0.29	6.60	88	4737	1411	270
TestWell #1	6517	0.30	6.70	88	4740	1411	270
TestWell #1	6518	0.33	7.00	88	4756	1417	271
TestWell #1	6519	0.32	6.70	88	4770	1417	271
